"CDSID","ortholog","AssociatedFunction"
"LDHU3_23.2120","LmjF.23.1330","DNA polymerase zeta catalytic subunit putative"
"LDHU3_23.2130","LmjF.23.1340","hypothetical protein conserved"
"LDHU3_23.2140","LmjF.23.1350","Elongator-like Protein 3b putative"
"LDHU3_23.2150","LmjF.23.1360","hypothetical protein conserved"
"LDHU3_23.2170","LmjF.23.1370","mitochondrial carrier protein-like protein"
"LDHU3_23.2200","LmjF.23.1380","DNA polymerase theta (helicase domain only) putative"
"LDHU3_23.2210","LmjF.23.1390","hypothetical protein conserved"
"LDHU3_23.2220","LmjF.23.1400","Ran-binding protein putative"
"LDHU3_23.2240","LmjF.23.1410","2Fe-2S iron-sulfur cluster binding domain containing protein putative"
"LDHU3_23.2250","LmjF.23.1420","palmitoyl acyltransferase 12 putative"
"LDHU3_23.2260","LmjF.23.1430","DHHC zinc finger domain-like protein"
"LDHU3_23.2270","LmjF.23.1670","DHHC palmitoyltransferase putative"
"LDHU3_23.2280","LmjF.23.1680","Inositol hexakisphosphate putative"
"LDHU3_23.2290","LmjF.23.1690","hypothetical protein conserved"
"LDHU3_23.2310","LmjF.23.1700","hypothetical protein conserved"
"LDHU3_23.2320","LmjF.23.1710","Meckel syndrome type 1 protein putative"
"LDHU3_23.2330","LmjF.23.1715","hypothetical protein conserved"
"LDHU3_23.2340","LmjF.23.1720","hypothetical protein conserved"
"LDHU3_23.2350","LmjF.23.1730","RING-H2 zinc finger/Ring finger domain/Zinc finger C3HC4 type (RING finger) containing protein putative"
"LDHU3_23.2360","LmjF.23.1740","Qb-SNARE protein putative"
"LDHU3_23.2370","LmjF.23.1750","Qb-SNARE protein putative"
"LDHU3_23.2380","LmjF.23.1760","hypothetical protein conserved"
"LDHU3_23.2390","LmjF.23.1770","exosome component CSL4 putative"
"LDHU3_23.2410","LmjF.23.1440","hypothetical protein conserved"
"LDHU3_23.2420","LmjF.23.1445","hypothetical protein conserved"
"LDHU3_23.2430","LmjF.23.1450","Tumour suppressor Mitostatin putative"
"LDHU3_23.2440","-","hypothetical protein"
"LDHU3_23.2450","LmjF.23.1460","GAF domain/TIP41-like family putative"
"LDHU3_23.2460","LmjF.23.1470","hypothetical protein conserved"
"LDHU3_23.2470","LmjF.23.1480","alanine racemase putative"
"LDHU3_23.2480","LmjF.23.1490","Leucine Rich repeat/Leucine Rich Repeat putative"
"LDHU3_23.2500","LmjF.23.1500","hypothetical protein conserved"
"LDHU3_23.2510","LmjF.23.1510","vacuolar proton translocating ATPase subunit A putative"
"LDHU3_23.2520","LmjF.23.1520","protoheme IX farnesyltransferase putative"
"LDHU3_23.2530","LmjF.23.1530","hypothetical protein conserved"
"LDHU3_23.2540","LmjF.23.1540","hypothetical protein conserved"
"LDHU3_23.2550","LmjF.23.1550","hypothetical protein conserved"
"LDHU3_23.2570","LmjF.23.1560","hypothetical protein conserved"
"LDHU3_23.2580","LmjF.23.1570","neutral sphingomyelinase activation associated factor-like protein"
"LDHU3_23.2590","LmjF.23.1580","Nucleoside 2-deoxyribosyltransferase putative"
"LDHU3_24.0030","LmjF.24.0010","pyruvate dehydrogenase (lipoamide) kinase putative"
"LDHU3_24.0040","LmjF.24.0020","clathrin coat assembly protein putative"
"LDHU3_24.0050","LmjF.24.0030","hypothetical protein conserved"
"LDHU3_24.0060","LmjF.24.0040","Ribosomal protein L22p/L17e putative"
"LDHU3_24.0070","LmjF.24.0050","hypothetical protein conserved"
"LDHU3_24.0080","LmjF.24.0060","hypothetical protein conserved"
"LDHU3_24.0090","LmjF.24.0070","hypothetical protein conserved"
"LDHU3_24.0100","LmjF.24.0080","Zinc finger C3HC4 type (RING finger)/Ring finger domain containing protein putative"
"LDHU3_24.0110","LmjF.24.0090","hypothetical protein conserved"
"LDHU3_24.0120","LmjF.24.0100","Calmodulin-binding putative"
"LDHU3_24.0130","LmjF.24.0110","Poly A polymerase regulatory subunit putative"
"LDHU3_24.0140","LmjF.24.0130","guanine nucleotide-binding beta subunit-like protein"
"LDHU3_24.0150","LmjF.24.0140","ankyrin/TPR repeat protein"
"LDHU3_24.0160","LmjF.24.0150","glycosomal membrane like protein"
"LDHU3_24.0180","LmjF.24.0160","hypothetical protein conserved"
"LDHU3_24.0190","LmjF.24.0170","Phosducin putative"
"LDHU3_24.0200","LmjF.24.0180","ATPase domain protein putative"
"LDHU3_24.0210","LmjF.24.0190","hypothetical protein conserved"
"LDHU3_24.0230","LmjF.24.0200","transcription elongation factor-like protein"
"LDHU3_24.0240","LmjF.24.0210","transcription elongation factor putative"
"LDHU3_24.0250","LmjF.24.0220","hypothetical protein conserved"
"LDHU3_24.0260","LmjF.24.0230","protein kinase putative"
"LDHU3_24.0270","LmjF.24.0240","WD repeat protein"
"LDHU3_24.0280","LmjF.24.0250","ATP-dependent DEAD/H RNA helicase putative"
"LDHU3_24.0290","LmjF.24.0260","hypothetical protein conserved"
"LDHU3_24.0300","LmjF.24.0270","protein phosphotase putative"
"LDHU3_24.0310","LmjF.24.0280","Dynein inediate chain 1 axonemal"
"LDHU3_24.0320","LmjF.24.0290","NLI interacting factor-like phosphatase putative"
"LDHU3_24.0330","LmjF.24.0300","hypothetical protein conserved"
"LDHU3_24.0340","LmjF.24.0310","hypothetical protein conserved"
"LDHU3_24.0360","LmjF.24.0320","fumarate hydratase putative"
"LDHU3_24.0370","LmjF.24.0330","Mitochondrial small ribosomal subunit Rsm22 putative"
"LDHU3_24.0380","LmjF.24.0340","ethanolamine phosphotransferase putative"
"LDHU3_24.0400","LmjF.24.0350","hypothetical protein conserved"
"LDHU3_24.0420","LmjF.24.0360","UDP-galactose transporter putative"
"LDHU3_24.0430","LmjF.24.0360","UDP-galactose transporter putative"
"LDHU3_24.0460","LmjF.24.0370","aspartate aminotransferase putative"
"LDHU3_24.0470","LmjF.24.0380","ppg3-related protein-like protein"
"LDHU3_24.0490","LmjF.24.0390","hypothetical protein conserved"
"LDHU3_24.0500","LmjF.24.0400","TPR repeat putative"
"LDHU3_24.0520","LmjF.24.0410","hypothetical protein conserved"
"LDHU3_24.0530","LmjF.24.0420","ubiquitin carboxyl-inal hydrolase putative"
"LDHU3_24.0550","LmjF.24.0440","Protein of unknown function (DUF3184) putative"
"LDHU3_24.0560","LmjF.24.0450","Protein of unknown function (DUF3184) putative"
"LDHU3_24.0580","LmjF.24.0460","ubiquitin-activating enzyme putative"
"LDHU3_24.0590","LmjF.24.0470","hypothetical protein conserved"
"LDHU3_24.0600","LmjF.24.0480","Kelch motif/Galactose oxidase central domain containing protein putative"
"LDHU3_24.0610","LmjF.24.0490","Leucine rich repeat/Leucine Rich repeats (2 copies)/Leucine Rich Repeat putative"
"LDHU3_24.0620","LmjF.24.0500","hypothetical protein conserved"
"LDHU3_24.0630","LmjF.24.0510","hypothetical protein conserved"
"LDHU3_24.0640","LmjF.24.0520","DNAJ domain protein putative"
"LDHU3_24.0650","LmjF.24.0530","hypothetical protein conserved"
"LDHU3_24.0660","LmjF.24.0540","Methyltransferase domain/Methyltransferase TRM13 putative"
"LDHU3_24.0670","LmjF.24.0550","Methyltransferase domain/Methyltransferase TRM13 putative"
"LDHU3_24.0680","LmjF.24.0552","hypothetical protein conserved"
"LDHU3_24.0690","LmjF.24.0555","hypothetical protein conserved"
"LDHU3_24.0700","LmjF.24.0580","hypothetical protein conserved"
"LDHU3_24.0710","LmjF.24.0590","hypothetical protein conserved"
"LDHU3_24.0720","-","hypothetical protein"
"LDHU3_24.0730","LmjF.24.0600","Ribosome 60S biogenesis N-inal putative"
"LDHU3_24.0740","LmjF.24.0610","SNF2 family protein"
"LDHU3_24.0750","LmjF.24.0620","ubiquitin carboxyl-inal hydrolase putative"
"LDHU3_24.0760","LmjF.24.0630","ATPase subunit 9 putative"
"LDHU3_24.0770","LmjF.24.0640","Kinesin-13 3 putative"
"LDHU3_24.0780","LmjF.24.0650","PPPDE putative peptidase domain containing protein putative"
"LDHU3_24.0800","LmjF.24.0660","hypothetical protein conserved"
"LDHU3_24.0810","LmjF.24.0670","protein kinase putative"
"LDHU3_24.0820","LmjF.24.0680","myo-inositol/proton symporter (MIT)"
"LDHU3_24.0830","LmjF.24.0690","hypothetical protein conserved"
"LDHU3_24.0840","LmjF.24.0700","hypothetical protein conserved"
"LDHU3_24.0850","LmjF.24.0710","Protein of unknown function (DUF523) putative"
"LDHU3_24.0860","LmjF.24.0720","mitochondrial translocase subunit putative"
"LDHU3_24.0870","LmjF.24.0730","signal recognition particle putative"
"LDHU3_24.0880","LmjF.24.0740","hypothetical protein conserved"
"LDHU3_24.0890","LmjF.24.0750","hypothetical protein conserved"
"LDHU3_24.0900","LmjF.24.0760","DNA repair and recombination protein RAD54 putative"
"LDHU3_24.0910","LmjF.24.0770","malic enzyme putative"
"LDHU3_24.0920","LmjF.24.0770","malic enzyme putative"
"LDHU3_24.0930","LmjF.24.0780","hypothetical protein conserved"
"LDHU3_24.0940","LmjF.24.0790","hypothetical protein conserved"
"LDHU3_24.0950","LmjF.24.0800","hypothetical protein conserved"
"LDHU3_24.0960","LmjF.24.0810","phosphotransferase putative"
"LDHU3_24.0970","LmjF.24.0820","inositol polyphosphate phosphatase putative"
"LDHU3_24.0990","LmjF.24.0830","Mitochondrial SSU ribosomal protein putative"
"LDHU3_24.1000","LmjF.24.0840","hypothetical protein"
"LDHU3_24.1020","LmjF.24.0850","triosephosphate isomerase"
"LDHU3_24.1040","LmjF.24.0860","hypothetical protein conserved"
"LDHU3_24.1050","LmjF.24.0870","emp24/gp25L/p24 family/GOLD putative"
"LDHU3_24.1060","LmjF.24.0880","hypothetical protein conserved"
"LDHU3_24.1080","LmjF.24.0890","DNA polymerase theta (polymerase domain only) putative"
"LDHU3_24.1090","LmjF.24.0900","hypothetical protein conserved"
"LDHU3_24.1100","LmjF.24.0910","DNA replication licensing factor MCM5 putative"
"LDHU3_24.1110","LmjF.24.0920","hypothetical protein conserved"
"LDHU3_24.1120","LmjF.24.0930","hypothetical protein conserved"
"LDHU3_24.1130","LmjF.24.0940","Archaic Translocase of outer membrane 14 kDa subunit putative"
"LDHU3_24.1140","LmjF.24.0950","Rab-GTPase-TBC domain containing protein putative"
"LDHU3_24.1150","LmjF.24.0960","hypothetical protein conserved"
"LDHU3_24.1160","LmjF.24.0970","hypothetical protein conserved"
"LDHU3_24.1170","LmjF.24.0980","hypothetical protein conserved"
"LDHU3_24.1180","LmjF.24.0990","replication factor C subunit 1 putative"
"LDHU3_24.1190","LmjF.24.1000","hypothetical protein conserved"
"LDHU3_24.1200","LmjF.24.1010","Mnd1 family putative"
"LDHU3_24.1220","LmjF.24.1020","F-box domain/F-box-like/Kelch motif/Galactose oxidase central domain containing protein putative"
"LDHU3_24.1230","LmjF.24.1030","dynein light chain putative"
"LDHU3_24.1240","LmjF.24.1040","hypothetical protein conserved"
"LDHU3_24.1250","LmjF.24.1050","SNF2 family protein"
"LDHU3_24.1260","LmjF.24.1060","'AKAP7 2''5'' RNA ligase-like domain containing protein'"
"LDHU3_24.1270","LmjF.24.1070","hypothetical protein conserved"
"LDHU3_24.1280","LmjF.24.1080","DNAJ domain protein putative"
"LDHU3_24.1290","LmjF.24.1090","hypothetical protein conserved"
"LDHU3_24.1300","LmjF.24.1100","pre-mRNA-splicing factor ATP-dependent RNA helicase putative"
"LDHU3_24.1310","LmjF.24.1110","formin-like protein"
"LDHU3_24.1350","LmjF.24.1120","hypothetical protein conserved"
"LDHU3_24.1360","LmjF.24.1125","hypothetical protein conserved"
"LDHU3_24.1370","LmjF.24.1130","actin-interacting protein-like protein"
"LDHU3_24.1380","LmjF.24.1140","hypothetical protein conserved"
"LDHU3_24.1390","LmjF.24.1150","DNA-directed RNA polymerase mitochondrial"
"LDHU3_24.1400","LmjF.24.1160","hypothetical protein conserved"
"LDHU3_24.1420","LmjF.24.1170","hypothetical protein conserved"
"LDHU3_24.1430","LmjF.24.1180","Surfeit locus protein 6 putative"
"LDHU3_24.1440","LmjF.24.1190","Inhibitor of apoptosis-promoting Bax1 putative"
"LDHU3_24.1450","LmjF.24.1200","YL1 nuclear protein putative"
"LDHU3_24.1460","LmjF.24.1210","translation factor sui1 putative"
"LDHU3_24.1470","LmjF.24.1220","RNA-binding protein 38 putative"
"LDHU3_24.1480","LmjF.24.1230","hypothetical protein conserved"
"LDHU3_24.1490","LmjF.24.1240","hypothetical protein conserved"
"LDHU3_24.1500","LmjF.24.1250","amastin-like surface protein-like protein"
"LDHU3_24.1520","LmjF.24.1260","amastin-like surface protein-like protein"
"LDHU3_24.1530","LmjF.24.1270","amastin-like surface protein-like protein"
"LDHU3_24.1550","LmjF.24.1280","amastin-like surface protein-like protein"
"LDHU3_24.1580","LmjF.24.1290","WASH complex subunit 7 N-inal/WASH complex subunit 7/WASH complex subunit 7 C-inal putative"
"LDHU3_24.1590","LmjF.24.1300","DNAJ-domain protein putative"
"LDHU3_24.1620","LmjF.24.1310","hypothetical protein conserved"
"LDHU3_24.1630","LmjF.24.1315","cyclophilin 8 putative"
"LDHU3_24.1640","LmjF.24.1320","Transport protein particle (TRAPP) component putative"
"LDHU3_24.1650","LmjF.24.1330","hypothetical protein conserved"
"LDHU3_24.1660","LmjF.24.1340","translation initiation factor IF-2 putative"
"LDHU3_24.1670","LmjF.24.1350","IQ calmodulin-binding motif containing protein putative"
"LDHU3_24.1690","LmjF.24.1360","High-temperature-induced dauer-formation protein/Dyggve-Melchior-Clausen syndrome protein putative"
"LDHU3_24.1700","LmjF.24.1390","Zinc finger C3HC4 type (RING finger) containing protein putative"
"LDHU3_24.1720","LmjF.24.1370","histone deacetylase putative"
"LDHU3_24.1730","LmjF.24.1380","Zinc finger C3HC4 type (RING finger)/Ring finger domain/zinc-RING finger domain/Secreted protein acidic and rich in cysteine Ca binding region/EF-hand domain pair/EF-hand domain/EF hand putative"
"LDHU3_24.1740","LmjF.24.1390","Zinc finger C3HC4 type (RING finger)/Ring finger domain/zinc-RING finger domain/EF-hand domain pair/EF-hand domain/EF hand/Secreted protein acidic and rich in cysteine Ca binding region containing protein putative"
"LDHU3_24.1750","LmjF.24.1400","hypothetical protein conserved"
"LDHU3_24.1760","LmjF.24.1410","hypothetical protein conserved"
"LDHU3_24.1770","LmjF.24.1420","mismatch repair protein putative"
"LDHU3_24.1780","LmjF.24.1430","kinesin putative"
"LDHU3_24.1790","LmjF.24.1435","hypothetical protein conserved"
"LDHU3_24.1820","LmjF.24.1440","HpcH/HpaI aldolase/citrate lyase family putative"
"LDHU3_24.1830","LmjF.24.1450","NPK1-related protein kinase-like"
"LDHU3_24.1850","LmjF.24.1460","hypothetical protein conserved"
"LDHU3_24.1860","LmjF.24.1470","hypothetical protein conserved"
"LDHU3_24.1880","LmjF.24.1480","hypothetical protein conserved"
"LDHU3_24.1890","LmjF.24.1490","WD domain G-beta repeat putative"
"LDHU3_24.1900","LmjF.24.1500","translationally controlled tumor protein (TCTP) putative"
"LDHU3_24.1920","LmjF.24.1510","translationally controlled tumor protein (TCTP) putative"
"LDHU3_24.1930","LmjF.24.1520","SAP domain/ERCC4 domain containing protein putative"
"LDHU3_24.1940","LmjF.24.1530","ATP-dependent DEAD/H DNA helicase recQ putative"
"LDHU3_24.1950","LmjF.24.1540","adaptor complex AP-3 small subunit putative"
"LDHU3_24.1960","LmjF.24.1550","hypothetical protein conserved"
"LDHU3_24.1970","LmjF.24.1560","hypothetical protein conserved"
"LDHU3_24.1980","LmjF.24.1570","RNA recognition motif. (a.k.a. RRM RBD or RNP domain)/RNA recognition motif (a.k.a. RRM RBD or RNP domain) putative"
"LDHU3_24.2010","LmjF.24.1580","UBA/TS-N domain containing protein putative"
"LDHU3_24.2020","LmjF.24.1590","hypothetical protein conserved"
"LDHU3_24.2040","LmjF.24.1600","hypothetical protein conserved"
"LDHU3_24.2050","LmjF.24.1610","ring-box protein putative"
"LDHU3_24.2060","LmjF.24.1620","hypothetical protein conserved"
"LDHU3_24.2080","LmjF.24.1630","Succinate dehydrogenase [ubiquinone] flavoprotein subunit mitochondrial"
"LDHU3_24.2100","LmjF.24.1640","NAD dependent epimerase/dehydratase family/Male sterility protein putative"
"LDHU3_24.2130","LmjF.24.1650","hypothetical protein conserved"
"LDHU3_24.2140","LmjF.24.1660","SpoU rRNA Methylase family putative"
"LDHU3_24.2150","LmjF.24.1670","hypothetical protein conserved"
"LDHU3_24.2160","LmjF.24.1680","Ssl1-like putative"
"LDHU3_24.2170","LmjF.24.1690","SET domain containing protein putative"
"LDHU3_24.2180","LmjF.24.1700","hypothetical protein conserved"
"LDHU3_24.2190","LmjF.24.1710","ubiquitin-conjugating enzyme E2 putative"
"LDHU3_24.2200","LmjF.24.1720","cell division cycle protein 20 putative"
"LDHU3_24.2210","LmjF.24.1730","calcium/calmodulin-dependent protein kinase putative"
"LDHU3_24.2220","LmjF.24.1740","Aminomethyltransferase folate-binding domain/Glycine cleavage T-protein C-inal barrel domain containing protein putative"
"LDHU3_24.2230","LmjF.24.1750","SET domain containing protein putative"
"LDHU3_24.2240","LmjF.24.1760","hypothetical protein conserved"
"LDHU3_24.2250","LmjF.24.1770","inhibitor of cysteine peptidase"
"LDHU3_24.2260","LmjF.24.1780","fatty acid transporter protein-like protein"
"LDHU3_24.2290","LmjF.24.1790","RNA recognition motif. (a.k.a. RRM RBD or RNP domain)/RNA recognition motif (a.k.a. RRM RBD or RNP domain) putative"
"LDHU3_24.2300","LmjF.24.1800","hypothetical protein conserved"
"LDHU3_24.2310","LmjF.24.1810","beta-ketoacyl-ACP reductase 2 putative"
"LDHU3_24.2320","LmjF.24.1820","short chain dehydrogenase/reductase putative"
"LDHU3_24.2330","LmjF.24.1830","hypothetical protein conserved"
"LDHU3_24.2340","LmjF.24.1840","lysophospholipase putative"
"LDHU3_24.2350","LmjF.24.1850","hypothetical protein conserved"
"LDHU3_24.2370","LmjF.24.1860","hypothetical protein conserved"
"LDHU3_24.2380","LmjF.24.1870","hypothetical protein conserved"
"LDHU3_24.2390","LmjF.24.1880","cyclin 11 putative"
"LDHU3_24.2400","LmjF.24.1890","cyclin 10"
"LDHU3_24.2410","LmjF.24.1900","WD domain G-beta repeat putative"
"LDHU3_24.2420","LmjF.24.1905","hypothetical protein conserved"
"LDHU3_24.2430","LmjF.24.1910","hypothetical protein conserved"
"LDHU3_24.2440","LmjF.24.1920","hypothetical protein conserved"
"LDHU3_24.2450","LmjF.24.1930","hypothetical protein conserved"
"LDHU3_24.2470","LmjF.24.1940","hypothetical protein conserved"
"LDHU3_24.2480","LmjF.24.1950","hypothetical protein conserved"
"LDHU3_24.2490","LmjF.24.1960","hypothetical protein conserved"
"LDHU3_24.2500","LmjF.24.1970","hypothetical protein conserved"
"LDHU3_24.2510","LmjF.24.1980","STOP axonemal protein putative"
"LDHU3_24.2520","LmjF.24.1990","hypothetical protein conserved"
"LDHU3_24.2530","LmjF.24.2000","Phosphorylated CTD interacting factor 1 WW domain containing protein putative"
"LDHU3_24.2540","LmjF.24.2010","phosphatidylinositol 3-kinase putative"
"LDHU3_24.2550","LmjF.24.2020","tubulin folding cofactor D putative"
"LDHU3_24.2560","LmjF.24.2030","3-oxoacyl-(acyl-carrier protein) reductase putative"
"LDHU3_24.2570","LmjF.24.2040","BolA-like protein putative"
"LDHU3_24.2590","LmjF.24.2050","60S ribosomal protein L26 putative"
"LDHU3_24.2610","LmjF.24.2060","transketolase"
"LDHU3_24.2630","LmjF.24.2070","40S ribosomal protein S8 putative"
"LDHU3_24.2640","LmjF.24.2080","40S ribosomal protein S8 putative"
"LDHU3_24.2660","LmjF.24.2090","Kelch motif/Galactose oxidase central domain containing protein putative"
"LDHU3_24.2670","LmjF.24.2100","hypothetical protein conserved"
"LDHU3_24.2680","LmjF.24.2110","3-hydroxy-3-methylglutaryl-CoA synthase putative"
"LDHU3_24.2690","LmjF.24.2120","hypothetical protein conserved"
"LDHU3_24.2710","LmjF.24.2130","ubiquitin-conjugating enzyme E2 putative"
"LDHU3_24.2720","LmjF.24.2140","Ubiquitin-conjugating enzyme putative"
"LDHU3_24.2750","LmjF.24.2150","hypothetical protein conserved"
"LDHU3_24.2770","LmjF.24.2160","Glycerophosphoryl diester phosphodiesterase family putative"
"LDHU3_24.2780","LmjF.24.2170","hypothetical protein conserved"
"LDHU3_24.2790","LmjF.24.2180","Trypanosome basal body component protein"
"LDHU3_24.2800","LmjF.24.2190","hypothetical protein conserved"
"LDHU3_24.2810","LmjF.24.2200","Pentatricopeptide repeat domain containing protein putative"
"LDHU3_24.2850","LmjF.24.2210","60S ribosomal protein L12 putative"
"LDHU3_24.2860","LmjF.24.2220","hypothetical protein conserved"
"LDHU3_24.2870","LmjF.24.2230","hypothetical protein conserved"
"LDHU3_24.2880","LmjF.24.2240","Cobalamin adenosyltransferase putative"
"LDHU3_24.2900","LmjF.24.2250","fatty-acid desaturase putative"
"LDHU3_24.2910","LmjF.24.2260","notchless homolog putative"
"LDHU3_24.2920","LmjF.24.2270","zinc-finger multi-pass transmembrane protein"
"LDHU3_24.2930","LmjF.24.2280","TFIIH basal transcription factor complex helicase subunit putative"
"LDHU3_24.2940","LmjF.24.2290","cullin-like protein-like protein"
"LDHU3_24.2950","LmjF.24.2300","hypothetical protein conserved"
"LDHU3_24.2960","LmjF.24.2310","hypothetical protein conserved"
"LDHU3_24.2970","LmjF.24.2320","mitogen-activated protein kinase"
"LDHU3_24.2980","LmjF.24.2330","hypothetical protein conserved"
"LDHU3_24.2990","LmjF.24.2340","SpoU rRNA Methylase family putative"
"LDHU3_25.0020","LmjF.25.0010","beta galactofuranosyl transferase"
"LDHU3_25.0030","LmjF.25.0020","n-inal acetyltransferase complex ard1 subunit homolog putative"
"LDHU3_25.0040","LmjF.25.0030","Domain of unknown function (DUF2431) putative"
"LDHU3_25.0050","LmjF.25.0040","hypothetical protein conserved"
"LDHU3_25.0060","LmjF.25.0050","hypothetical protein conserved"
"LDHU3_25.0070","LmjF.25.0060","Got1/Sft2-like family putative"
"LDHU3_25.0080","-","hypothetical protein"
"LDHU3_25.0090","LmjF.25.0070","hypothetical protein conserved"
"LDHU3_25.0110","LmjF.25.0080","poly(A)-binding protein 3"
"LDHU3_25.0120","-","hypothetical protein"
"LDHU3_25.0130","LmjF.25.0090","Qc-SNARE protein putative"
"LDHU3_25.0150","LmjF.25.0100","hypothetical protein conserved"
"LDHU3_25.0160","LmjF.25.0110","hypothetical protein conserved"
"LDHU3_25.0180","LmjF.25.0120","electron transfer flavoprotein putative"
"LDHU3_25.0190","LmjF.25.0130","elongation factor putative"
"LDHU3_25.0200","LmjF.25.0140","DNA-directed RNA polymerase I subunit putative"
"LDHU3_25.0210","LmjF.25.0150","hypothetical protein conserved"
"LDHU3_25.0220","LmjF.25.0160","hypothetical protein conserved"
"LDHU3_25.0230","LmjF.25.0170","cleavage and polyadenylation specificity factor putative"
"LDHU3_25.0240","LmjF.25.0180","hypothetical protein conserved"
"LDHU3_25.0250","LmjF.25.0190","ubiquitin carboxyl-inal hydrolase putative"
"LDHU3_25.0260","LmjF.25.0200","wd repeat-containing protein 19"
"LDHU3_25.0270","LmjF.25.0210","mitochondrial carrier protein putative"
"LDHU3_25.0280","LmjF.25.0220","hypothetical protein conserved"
"LDHU3_25.0290","LmjF.25.0230","Dual specificity phosphatase catalytic domain containing protein putative"
"LDHU3_25.0300","LmjF.25.0240","Pre-mRNA-splicing factor of RES complex putative"
"LDHU3_25.0310","LmjF.25.0250","hypothetical protein conserved"
"LDHU3_25.0320","LmjF.25.0260","Dynein light chain 1 cytoplasmic putative"
"LDHU3_25.0330","LmjF.25.0270","hypothetical protein conserved"
"LDHU3_25.0340","LmjF.25.0280","hypothetical protein conserved"
"LDHU3_25.0360","LmjF.25.0290","RNA-binding protein putative"
"LDHU3_25.0370","LmjF.25.0300","ATP-binding region containing protein putative"
"LDHU3_25.0380","LmjF.25.0305","hypothetical protein conserved"
"LDHU3_25.0390","LmjF.25.0310","hypothetical protein conserved"
"LDHU3_25.0400","LmjF.25.0320","B9 domain-containing protein 2"
"LDHU3_25.0410","LmjF.25.0330","hypothetical protein conserved"
"LDHU3_25.0420","LmjF.25.0340","hypothetical protein conserved"
"LDHU3_25.0430","LmjF.25.0350","Protein of unknown function (DUF1308) putative"
"LDHU3_25.0440","LmjF.25.0360","hypothetical protein conserved"
"LDHU3_25.0450","LmjF.25.0370","Fcf2 pre-rRNA processing putative"
"LDHU3_25.0460","LmjF.25.0380","hypothetical protein conserved"
"LDHU3_25.0470","LmjF.25.0390","hypothetical protein conserved"
"LDHU3_25.0480","LmjF.25.0400","hypothetical protein conserved"
"LDHU3_25.0490","LmjF.25.0410","Translation initiation factor SUI1 putative"
"LDHU3_25.0500","LmjF.25.0420","hypothetical protein conserved"
"LDHU3_25.0510","LmjF.25.0430","WD domain G-beta repeat/Utp13 specific WD40 associated domain containing protein putative"
"LDHU3_25.0520","LmjF.25.0440","transcription factor IIIb putative"
"LDHU3_25.0530","LmjF.25.0450","Ferrous iron transport protein B/50S ribosome-binding GTPase/Protein of unknown function DUF258 putative"
"LDHU3_25.0540","LmjF.25.0460","hypothetical protein conserved"
"LDHU3_25.0560","LmjF.25.0470","Kringle domain containing protein putative"
"LDHU3_25.0570","LmjF.25.0480","Myosin head (motor domain) putative"
"LDHU3_25.0580","LmjF.25.0490","RNA-binding protein putative UPB1"
"LDHU3_25.0600","LmjF.25.0500","RNA-binding protein putative UPB1"
"LDHU3_25.0610","LmjF.25.0510","hypothetical protein conserved"
"LDHU3_25.0630","LmjF.25.0520","RNA-binding protein putative"
"LDHU3_25.0650","LmjF.25.0530","ABC transporter mitochondrial putative"
"LDHU3_25.0660","LmjF.25.0540","Scd6-like Sm domain containing protein putative"
"LDHU3_25.0670","LmjF.25.0550","hypothetical protein conserved"
"LDHU3_25.0680","LmjF.25.0560","DnaJ domain containing protein putative"
"LDHU3_25.0690","LmjF.25.0570","Tyrosine phosphatase family putative"
"LDHU3_25.0700","LmjF.25.0580","hypothetical protein conserved"
"LDHU3_25.0710","LmjF.25.0590","hypothetical protein conserved"
"LDHU3_25.0720","LmjF.25.0590.2","hypothetical protein"
"LDHU3_25.0730","LmjF.25.0600","hypothetical protein conserved"
"LDHU3_25.0740","LmjF.25.0610","Raptor N-inal CASPase like domain containing protein putative"
"LDHU3_25.0750","LmjF.25.0620","RNA polymerase I second largest subunit putative"
"LDHU3_25.0760","LmjF.25.0630","hypothetical protein conserved"
"LDHU3_25.0770","LmjF.25.0640","hypothetical protein conserved"
"LDHU3_25.0780","LmjF.25.0650","predicted zinc finger protein"
"LDHU3_25.0790","LmjF.25.0660","hypothetical protein conserved"
"LDHU3_25.0800","LmjF.25.0670","epsin putative"
"LDHU3_25.0820","LmjF.25.0680","myosin heavy chain kinase c-like protein"
"LDHU3_25.0850","LmjF.25.0690","hypothetical protein conserved"
"LDHU3_25.0860","LmjF.25.0700","hypothetical protein conserved"
"LDHU3_25.0890","LmjF.25.0710","SCAMP family putative"
"LDHU3_25.0900","-","Thioredoxin/Thioredoxin-like putative"
"LDHU3_25.0910","LmjF.25.0715","hypothetical protein conserved"
"LDHU3_25.0940","LmjF.25.0720","eukaryotic initiation factor 5a putative"
"LDHU3_25.0950","LmjF.25.0730","eukaryotic initiation factor 5a putative"
"LDHU3_25.0960","LmjF.25.0730","eukaryotic initiation factor 5a putative"
"LDHU3_25.0970","LmjF.25.0740","DNA repair protein putative"
"LDHU3_25.0980","LmjF.25.0750","protein phosphatase putative"
"LDHU3_25.1000","LmjF.25.0760","hypothetical protein conserved"
"LDHU3_25.1010","LmjF.25.0770","hypothetical protein conserved"
"LDHU3_25.1020","LmjF.25.0780","hypothetical protein conserved"
"LDHU3_25.1030","LmjF.25.0790","hypothetical protein conserved"
